park_id,latitude,longitude,district_en,height,remark_en
tdstt32,22.3928544,114.208165,Sha Tin,0.0,"Height Limit: 
"
tdstt23,22.453491947,114.171640876,Tai Po,0.0,"Height Limit: 2.45 (Applicable to Private Cars/Vans)
"
tdstt24,22.485867345,114.146615066,North,0.0,"Height Limit: 2.45 (Applicable to Private Cars/Vans)
"
tdstt22,22.34658241,114.1974411,Wong Tai Sin,0.0,"Height Limit: 3.5 (Applicable to Private Cars/Vans/Container Vehicles)
"
tdstt25,22.32606316,114.2492065,Sai Kung,0.0,"Height Limit: 2.45 (Applicable to Private Cars/Vans)
"
tdstt26,22.38314629,113.97858429,Tuen Mun,0.0,"Height Limit: 
"
tdstt27,22.38008308,113.97774506,Tuen Mun,0.0,"Height Limit: 2.45 (Applicable to Private Cars/Vans)
"
tdstt28,22.38125801,113.97698212,Tuen Mun,0.0,"Height Limit: 2.45 (Applicable to Private Cars/Vans)
"
tdstt29,22.29268456,114.27423859,Sai Kung,0.0,"Height Limit: 2.45 (Applicable to Private Cars/Vans)
"
tdstt30,22.31401294,114.16276657,Yau Tsim Mong,0.0,"Height Limit: 
$8 per 30 min"
tdstt31,22.33160342,114.2170853,Kwun Tong,0.0,"Height Limit: 
hourly $10"
tdstt40,22.32197762,114.25453186,Sai Kung,0.0,"Height Limit: 2.45
"
tdstt39,22.49797821,114.14189911,North,0.0,"Height Limit: 2.45
"
tdstt38,22.37662315,114.18343353,Sha Tin,0.0,"Height Limit: 2.45
"
tdstt37,22.38491821,114.2730331,Sai Kung,0.0,"Height Limit: 2.45
"
tdstt42,22.32761765,114.25447083,Sai Kung,0.0,"Height Limit: 2.45
"
tdstt43,22.44353676,114.03808594,Yuen Long,0.0,"Height Limit: 2.45
"
tdstt35,22.21948242,114.20661163,,0.0,"Height Limit: 2.45 (Applicable to Private Cars/Vans)
"
tdstt21,22.38224602,113.9687347,Tuen Mun,0.0,"Height Limit: 2.45 (Applicable to Private Cars/Vans)
"
tdstt36,22.38330847,113.968822,Tuen Mun,0.0,"Height Limit: 2.45 (Applicable to Private Cars/Vans)
"
tdstt33,22.28222847,114.2232132,Eastern,0.0,"Height Limit: 
"
tdstt41,22.38482666,114.2720108,Sai Kung,0.0,"Height Limit: 2.45
"
tdstt46,22.37155342,114.10810852,Tsuen Wan,0.0,"Height Limit: 
"
tdstt44,22.37711143,114.27326965,Sai Kung,0.0,"Height Limit: 
"
tdstt19,22.31217384,114.16407776,Yau Tsim Mong,0.0,"Height Limit: 2.45 (Applicable to Private Cars/Vans)
"
tdc5p4,22.36891824,114.12042744,Tsuen Wan,0.0,"Height Limit: 1.9
<u>Provision of Electric Charging Services (Total: 20)</u><br>
Super Charger for Tesla : 4 nos. (7/F)<br>
EV Charging Station: 6 nos.<br>
(7/F available for charging and hourly parking)"
tdc49p4,22.29026581,113.94053167,Islands,0.0,"Height Limit: 
"
tdc70p1,22.38697624,114.19628143,,0.0,"Height Limit: 
"
tdc66p1,22.38357925,114.19377136,,0.0,"Height Limit: 
"
tdc65p2,22.44135475,114.02108765,Yuen Long,0.0,"Height Limit: 
"
tdc65p4,22.45504189,114.0065155,Yuen Long,0.0,"Height Limit: 
"
tdc65p3,22.45455742,114.00469208,Yuen Long,0.0,"Height Limit: 
"
tdc65p1,22.44305229,114.03305817,Yuen Long,0.0,"Height Limit: 
"
tdc65p5,22.46386909,114.00669098,Yuen Long,0.0,"Height Limit: 
"
tdc62p1,22.37970924,114.2045517,,0.0,"Height Limit: 2.36 (Applicable to Private Cars/Vans)
"
tdc58p5,22.24489021,114.15533447,Southern,0.0,"Height Limit: 2.45
"
tdc53p1,22.33004761,114.22187042,Kwun Tong,0.0,"Height Limit: 2.45
"
tdc67p2,22.48474503,114.14312744,North,0.0,"Height Limit: 2.45
"
tdc69p2,22.49693108,114.1283493,North,0.0,"Height Limit: 2.45
"
tdc69p3,22.50596809,114.13158417,North,0.0,"Height Limit: 2.45
"
tdc67p1,22.50621223,114.13047028,North,0.0,"Height Limit: 2.45
"
tdc69p1,22.49478149,114.1364212,North,0.0,"Height Limit: 2.45
"
tdc53p2,22.32359314,114.21828461,Kwun Tong,0.0,"Height Limit: 2.45
"
tdc58p3,22.33865166,114.16990662,Sham Shui Po,0.0,"Height Limit: 2.45
"
tdc64p1,22.31189537,114.18120575,Kowloon City,0.0,"Height Limit: 2.45
"
tdc58p4,22.33918571,114.17272186,Sham Shui Po,0.0,"Height Limit: 2.45
"
tdc63p3,22.38702774,114.2060318,,0.0,"Height Limit: 2.45
"
tdc63p2,22.42710876,114.22887421,Sha Tin,0.0,"Height Limit: 2.45
"
tdc63p1,22.42095757,114.22808838,Sha Tin,0.0,"Height Limit: 2.45
"
tdc55p1,22.29232597,114.20836639,Eastern,0.0,"Height Limit: 2.45
"
tdc59p1,22.44510841,114.02271271,Yuen Long,0.0,"Height Limit: 2.45
"
tdc72p1,22.35367393,114.13179016,Kwai Tsing,0.0,"Height Limit: 1.9
"
tdc8p16,22.293984977,114.270114,Sai Kung,0.0,"Height Limit: 2.45
"
tdc21p1,22.27025414,114.14987946,Central & Western,0.0,"Height Limit: 1.9 (Applicable to Private Cars/Vans)
3.75 (Applicable to Container Vehicles)
"
tdc52p1,22.30150392,114.15849959,Yau Tsim Mong,0.0,"Height Limit: 2.1 (Applicable to Private Cars/Vans)
24 hours  (Entry time: 8:00am – 10:00pm)"
tdstt47,22.31742246,114.1805973,Kowloon City,0.0,"Height Limit: 2.45 (Applicable to Private Cars/Vans)
"
tdc25p43,22.393878121,113.976451912,Tuen Mun,0.0,"Height Limit: 1.8 (Applicable to Private Cars/Vans) 
3 (Applicable to Container Vehicles)
Operating Hours
Mon - Sun & PH: 0000 - 2400"
tdc25p44,22.309622053,114.224255594,Kwun Tong,0.0,"Height Limit: 3.5 (Applicable to Private Cars/Vans)
4 (Applicable to Container Vehicles)
Operating Hours
Mon - Sun & PH: 0000 - 2400"
